Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Sexe,Nacionalitat,Edat_quinquennal,Nombre
2019,8,Nou Barris,45,Porta,Home,Espanyola,95-99 anys,17
2019,8,Nou Barris,46,el Turó de la Peira,Home,Espanyola,95-99 anys,15
2019,8,Nou Barris,47,Can Peguera,Home,Espanyola,95-99 anys,1
2019,8,Nou Barris,48,la Guineueta,Home,Espanyola,95-99 anys,9
2019,8,Nou Barris,49,Canyelles,Home,Espanyola,95-99 anys,6
2019,8,Nou Barris,50,les Roquetes,Home,Espanyola,95-99 anys,8
2019,8,Nou Barris,51,Verdun,Home,Espanyola,95-99 anys,5
2019,8,Nou Barris,52,la Prosperitat,Home,Espanyola,95-99 anys,14
2019,8,Nou Barris,53,la Trinitat Nova,Home,Espanyola,95-99 anys,3
2019,8,Nou Barris,54,Torre Baró,Home,Espanyola,95-99 anys,0
2019,8,Nou Barris,55,Ciutat Meridiana,Home,Espanyola,95-99 anys,2
2019,8,Nou Barris,56,Vallbona,Home,Espanyola,95-99 anys,0
2019,9,Sant Andreu,57,la Trinitat Vella,Home,Espanyola,95-99 anys,2
2019,9,Sant Andreu,58,Baró de Viver,Home,Espanyola,95-99 anys,1
2019,9,Sant Andreu,59,el Bon Pastor,Home,Espanyola,95-99 anys,3
2019,9,Sant Andreu,60,Sant Andreu,Home,Espanyola,95-99 anys,30
2019,9,Sant Andreu,61,la Sagrera,Home,Espanyola,95-99 anys,20
2019,9,Sant Andreu,62,el Congrés i els Indians,Home,Espanyola,95-99 anys,11
2019,9,Sant Andreu,63,Navas,Home,Espanyola,95-99 anys,15
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,Espanyola,95-99 anys,28
2019,10,Sant Martí,65,el Clot,Home,Espanyola,95-99 anys,13
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,Espanyola,95-99 anys,7
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,Espanyola,95-99 anys,1
2019,10,Sant Martí,68,el Poblenou,Home,Espanyola,95-99 anys,11
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,Espanyola,95-99 anys,6
2019,10,Sant Martí,70,el Besòs i el Maresme,Home,Espanyola,95-99 anys,14
2019,10,Sant Martí,71,Provençals del Poblenou,Home,Espanyola,95-99 anys,12
2019,10,Sant Martí,72,Sant Martí de Provençals,Home,Espanyola,95-99 anys,11
2019,10,Sant Martí,73,la Verneda i la Pau,Home,Espanyola,95-99 anys,22
2019,1,Ciutat Vella,1,el Raval,Home,Espanyola,100 anys i més,1
2019,1,Ciutat Vella,2,el Barri Gòtic,Home,Espanyola,100 anys i més,1
2019,1,Ciutat Vella,3,la Barceloneta,Home,Espanyola,100 anys i més,1
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,Espanyola,100 anys i més,3
2019,2,Eixample,5,el Fort Pienc,Home,Espanyola,100 anys i més,3
2019,2,Eixample,6,la Sagrada Família,Home,Espanyola,100 anys i més,5
2019,2,Eixample,7,la Dreta de l'Eixample,Home,Espanyola,100 anys i més,9
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,Espanyola,100 anys i més,6
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,Espanyola,100 anys i més,6
2019,2,Eixample,10,Sant Antoni,Home,Espanyola,100 anys i més,3
2019,3,Sants-Montjuïc,11,el Poble Sec,Home,Espanyola,100 anys i més,2
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,Espanyola,100 anys i més,0
2019,3,Sants-Montjuïc,13,la Marina de Port,Home,Espanyola,100 anys i més,0
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,Espanyola,100 anys i més,1
2019,3,Sants-Montjuïc,15,Hostafrancs,Home,Espanyola,100 anys i més,2
2019,3,Sants-Montjuïc,16,la Bordeta,Home,Espanyola,100 anys i més,1
2019,3,Sants-Montjuïc,17,Sants - Badal,Home,Espanyola,100 anys i més,2
2019,3,Sants-Montjuïc,18,Sants,Home,Espanyola,100 anys i més,1
2019,4,Les Corts,19,les Corts,Home,Espanyola,100 anys i més,3
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Home,Espanyola,100 anys i més,1
2019,4,Les Corts,21,Pedralbes,Home,Espanyola,100 anys i més,1
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,Espanyola,100 anys i més,0
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Home,Espanyola,100 anys i més,0
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,Espanyola,100 anys i més,2
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,Espanyola,100 anys i més,3
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,Espanyola,100 anys i més,7
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,Espanyola,100 anys i més,1
2019,6,Gràcia,28,Vallcarca i els Penitents,Home,Espanyola,100 anys i més,0
2019,6,Gràcia,29,el Coll,Home,Espanyola,100 anys i més,0
2019,6,Gràcia,30,la Salut,Home,Espanyola,100 anys i més,3
2019,6,Gràcia,31,la Vila de Gràcia,Home,Espanyola,100 anys i més,10
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,Espanyola,100 anys i més,4
2019,7,Horta-Guinardó,33,el Baix Guinardó,Home,Espanyola,100 anys i més,0
2019,7,Horta-Guinardó,34,Can Baró,Home,Espanyola,100 anys i més,1
2019,7,Horta-Guinardó,35,el Guinardó,Home,Espanyola,100 anys i més,4
2019,7,Horta-Guinardó,36,la Font d'en Fargues,Home,Espanyola,100 anys i més,0
2019,7,Horta-Guinardó,37,el Carmel,Home,Espanyola,100 anys i més,2
2019,7,Horta-Guinardó,38,la Teixonera,Home,Espanyola,100 anys i més,1
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,Espanyola,100 anys i més,0
2019,7,Horta-Guinardó,40,Montbau,Home,Espanyola,100 anys i més,1
2019,7,Horta-Guinardó,41,la Vall d'Hebron,Home,Espanyola,100 anys i més,0
2019,7,Horta-Guinardó,42,la Clota,Home,Espanyola,100 anys i més,0
2019,7,Horta-Guinardó,43,Horta,Home,Espanyola,100 anys i més,3
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,Espanyola,100 anys i més,2
2019,8,Nou Barris,45,Porta,Home,Espanyola,100 anys i més,1
2019,8,Nou Barris,46,el Turó de la Peira,Home,Espanyola,100 anys i més,2
2019,8,Nou Barris,47,Can Peguera,Home,Espanyola,100 anys i més,0
2019,8,Nou Barris,48,la Guineueta,Home,Espanyola,100 anys i més,0
2019,8,Nou Barris,49,Canyelles,Home,Espanyola,100 anys i més,0
2019,8,Nou Barris,50,les Roquetes,Home,Espanyola,100 anys i més,1
2019,8,Nou Barris,51,Verdun,Home,Espanyola,100 anys i més,0
2019,8,Nou Barris,52,la Prosperitat,Home,Espanyola,100 anys i més,2
2019,8,Nou Barris,53,la Trinitat Nova,Home,Espanyola,100 anys i més,0
2019,8,Nou Barris,54,Torre Baró,Home,Espanyola,100 anys i més,0
2019,8,Nou Barris,55,Ciutat Meridiana,Home,Espanyola,100 anys i més,0
2019,8,Nou Barris,56,Vallbona,Home,Espanyola,100 anys i més,0
2019,9,Sant Andreu,57,la Trinitat Vella,Home,Espanyola,100 anys i més,0
2019,9,Sant Andreu,58,Baró de Viver,Home,Espanyola,100 anys i més,0
2019,9,Sant Andreu,59,el Bon Pastor,Home,Espanyola,100 anys i més,0
2019,9,Sant Andreu,60,Sant Andreu,Home,Espanyola,100 anys i més,2
2019,9,Sant Andreu,61,la Sagrera,Home,Espanyola,100 anys i més,0
2019,9,Sant Andreu,62,el Congrés i els Indians,Home,Espanyola,100 anys i més,0
2019,9,Sant Andreu,63,Navas,Home,Espanyola,100 anys i més,3
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,Espanyola,100 anys i més,2
2019,10,Sant Martí,65,el Clot,Home,Espanyola,100 anys i més,1
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,Espanyola,100 anys i més,1
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,Espanyola,100 anys i més,0
2019,10,Sant Martí,68,el Poblenou,Home,Espanyola,100 anys i més,2
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,Espanyola,100 anys i més,0
2019,10,Sant Martí,70,el Besòs i el Maresme,Home,Espanyola,100 anys i més,0
2019,10,Sant Martí,71,Provençals del Poblenou,Home,Espanyola,100 anys i més,0
2019,10,Sant Martí,72,Sant Martí de Provençals,Home,Espanyola,100 anys i més,1
2019,10,Sant Martí,73,la Verneda i la Pau,Home,Espanyola,100 anys i més,2
2019,1,Ciutat Vella,1,el Raval,Dona,Espanyola,0-4 anys,407
2019,1,Ciutat Vella,2,el Barri Gòtic,Dona,Espanyola,0-4 anys,111
2019,1,Ciutat Vella,3,la Barceloneta,Dona,Espanyola,0-4 anys,137
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Dona,Espanyola,0-4 anys,200
2019,2,Eixample,5,el Fort Pienc,Dona,Espanyola,0-4 anys,450
2019,2,Eixample,6,la Sagrada Família,Dona,Espanyola,0-4 anys,732
2019,2,Eixample,7,la Dreta de l'Eixample,Dona,Espanyola,0-4 anys,626
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Dona,Espanyola,0-4 anys,627
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Dona,Espanyola,0-4 anys,864
2019,2,Eixample,10,Sant Antoni,Dona,Espanyola,0-4 anys,514
2019,3,Sants-Montjuïc,11,el Poble Sec,Dona,Espanyola,0-4 anys,459
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Dona,Espanyola,0-4 anys,33
2019,3,Sants-Montjuïc,13,la Marina de Port,Dona,Espanyola,0-4 anys,455
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Dona,Espanyola,0-4 anys,107
2019,3,Sants-Montjuïc,15,Hostafrancs,Dona,Espanyola,0-4 anys,224
2019,3,Sants-Montjuïc,16,la Bordeta,Dona,Espanyola,0-4 anys,308
2019,3,Sants-Montjuïc,17,Sants - Badal,Dona,Espanyola,0-4 anys,356
2019,3,Sants-Montjuïc,18,Sants,Dona,Espanyola,0-4 anys,652
2019,4,Les Corts,19,les Corts,Dona,Espanyola,0-4 anys,809
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Dona,Espanyola,0-4 anys,432
2019,4,Les Corts,21,Pedralbes,Dona,Espanyola,0-4 anys,181
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Dona,Espanyola,0-4 anys,91
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Dona,Espanyola,0-4 anys,559
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Dona,Espanyola,0-4 anys,354
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Dona,Espanyola,0-4 anys,491
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Dona,Espanyola,0-4 anys,936
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Dona,Espanyola,0-4 anys,589
2019,6,Gràcia,28,Vallcarca i els Penitents,Dona,Espanyola,0-4 anys,278
2019,6,Gràcia,29,el Coll,Dona,Espanyola,0-4 anys,115
2019,6,Gràcia,30,la Salut,Dona,Espanyola,0-4 anys,227
2019,6,Gràcia,31,la Vila de Gràcia,Dona,Espanyola,0-4 anys,882
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Dona,Espanyola,0-4 anys,591
2019,7,Horta-Guinardó,33,el Baix Guinardó,Dona,Espanyola,0-4 anys,379
2019,7,Horta-Guinardó,34,Can Baró,Dona,Espanyola,0-4 anys,146
2019,7,Horta-Guinardó,35,el Guinardó,Dona,Espanyola,0-4 anys,622
2019,7,Horta-Guinardó,36,la Font d'en Fargues,Dona,Espanyola,0-4 anys,157
2019,7,Horta-Guinardó,37,el Carmel,Dona,Espanyola,0-4 anys,479
2019,7,Horta-Guinardó,38,la Teixonera,Dona,Espanyola,0-4 anys,166
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,Dona,Espanyola,0-4 anys,113
2019,7,Horta-Guinardó,40,Montbau,Dona,Espanyola,0-4 anys,60
2019,7,Horta-Guinardó,41,la Vall d'Hebron,Dona,Espanyola,0-4 anys,105
2019,7,Horta-Guinardó,42,la Clota,Dona,Espanyola,0-4 anys,20
2019,7,Horta-Guinardó,43,Horta,Dona,Espanyola,0-4 anys,430
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Dona,Espanyola,0-4 anys,369
2019,8,Nou Barris,45,Porta,Dona,Espanyola,0-4 anys,414
2019,8,Nou Barris,46,el Turó de la Peira,Dona,Espanyola,0-4 anys,233
2019,8,Nou Barris,47,Can Peguera,Dona,Espanyola,0-4 anys,34
2019,8,Nou Barris,48,la Guineueta,Dona,Espanyola,0-4 anys,219
2019,8,Nou Barris,49,Canyelles,Dona,Espanyola,0-4 anys,85
2019,8,Nou Barris,50,les Roquetes,Dona,Espanyola,0-4 anys,304
2019,8,Nou Barris,51,Verdun,Dona,Espanyola,0-4 anys,192
2019,8,Nou Barris,52,la Prosperitat,Dona,Espanyola,0-4 anys,404
2019,8,Nou Barris,53,la Trinitat Nova,Dona,Espanyola,0-4 anys,105
2019,8,Nou Barris,54,Torre Baró,Dona,Espanyola,0-4 anys,51
2019,8,Nou Barris,55,Ciutat Meridiana,Dona,Espanyola,0-4 anys,161
2019,8,Nou Barris,56,Vallbona,Dona,Espanyola,0-4 anys,31
2019,9,Sant Andreu,57,la Trinitat Vella,Dona,Espanyola,0-4 anys,153
2019,9,Sant Andreu,58,Baró de Viver,Dona,Espanyola,0-4 anys,55
2019,9,Sant Andreu,59,el Bon Pastor,Dona,Espanyola,0-4 anys,244
2019,9,Sant Andreu,60,Sant Andreu,Dona,Espanyola,0-4 anys,1058
2019,9,Sant Andreu,61,la Sagrera,Dona,Espanyola,0-4 anys,430
2019,9,Sant Andreu,62,el Congrés i els Indians,Dona,Espanyola,0-4 anys,232
2019,9,Sant Andreu,63,Navas,Dona,Espanyola,0-4 anys,323
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Dona,Espanyola,0-4 anys,598
2019,10,Sant Martí,65,el Clot,Dona,Espanyola,0-4 anys,397
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Dona,Espanyola,0-4 anys,297
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Dona,Espanyola,0-4 anys,151
2019,10,Sant Martí,68,el Poblenou,Dona,Espanyola,0-4 anys,598
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Dona,Espanyola,0-4 anys,281
2019,10,Sant Martí,70,el Besòs i el Maresme,Dona,Espanyola,0-4 anys,347
2019,10,Sant Martí,71,Provençals del Poblenou,Dona,Espanyola,0-4 anys,398
2019,10,Sant Martí,72,Sant Martí de Provençals,Dona,Espanyola,0-4 anys,387
2019,10,Sant Martí,73,la Verneda i la Pau,Dona,Espanyola,0-4 anys,430
2019,1,Ciutat Vella,1,el Raval,Dona,Espanyola,5-9 anys,583
2019,1,Ciutat Vella,2,el Barri Gòtic,Dona,Espanyola,5-9 anys,131
2019,1,Ciutat Vella,3,la Barceloneta,Dona,Espanyola,5-9 anys,131
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Dona,Espanyola,5-9 anys,210
2019,2,Eixample,5,el Fort Pienc,Dona,Espanyola,5-9 anys,447
2019,2,Eixample,6,la Sagrada Família,Dona,Espanyola,5-9 anys,636
2019,2,Eixample,7,la Dreta de l'Eixample,Dona,Espanyola,5-9 anys,670
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Dona,Espanyola,5-9 anys,578
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Dona,Espanyola,5-9 anys,798
2019,2,Eixample,10,Sant Antoni,Dona,Espanyola,5-9 anys,463
2019,3,Sants-Montjuïc,11,el Poble Sec,Dona,Espanyola,5-9 anys,494
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Dona,Espanyola,5-9 anys,18
2019,3,Sants-Montjuïc,13,la Marina de Port,Dona,Espanyola,5-9 anys,529
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Dona,Espanyola,5-9 anys,135
2019,3,Sants-Montjuïc,15,Hostafrancs,Dona,Espanyola,5-9 anys,213
2019,3,Sants-Montjuïc,16,la Bordeta,Dona,Espanyola,5-9 anys,302
2019,3,Sants-Montjuïc,17,Sants - Badal,Dona,Espanyola,5-9 anys,353
2019,3,Sants-Montjuïc,18,Sants,Dona,Espanyola,5-9 anys,637
2019,4,Les Corts,19,les Corts,Dona,Espanyola,5-9 anys,823
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Dona,Espanyola,5-9 anys,404
2019,4,Les Corts,21,Pedralbes,Dona,Espanyola,5-9 anys,260
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Dona,Espanyola,5-9 anys,120
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Dona,Espanyola,5-9 anys,645
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Dona,Espanyola,5-9 anys,431
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Dona,Espanyola,5-9 anys,631
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Dona,Espanyola,5-9 anys,979
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Dona,Espanyola,5-9 anys,622
2019,6,Gràcia,28,Vallcarca i els Penitents,Dona,Espanyola,5-9 anys,323
2019,6,Gràcia,29,el Coll,Dona,Espanyola,5-9 anys,144
2019,6,Gràcia,30,la Salut,Dona,Espanyola,5-9 anys,231
2019,6,Gràcia,31,la Vila de Gràcia,Dona,Espanyola,5-9 anys,753
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Dona,Espanyola,5-9 anys,526
2019,7,Horta-Guinardó,33,el Baix Guinardó,Dona,Espanyola,5-9 anys,384
2019,7,Horta-Guinardó,34,Can Baró,Dona,Espanyola,5-9 anys,158
2019,7,Horta-Guinardó,35,el Guinardó,Dona,Espanyola,5-9 anys,683
2019,7,Horta-Guinardó,36,la Font d'en Fargues,Dona,Espanyola,5-9 anys,202
2019,7,Horta-Guinardó,37,el Carmel,Dona,Espanyola,5-9 anys,559
2019,7,Horta-Guinardó,38,la Teixonera,Dona,Espanyola,5-9 anys,203
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,Dona,Espanyola,5-9 anys,118
2019,7,Horta-Guinardó,40,Montbau,Dona,Espanyola,5-9 anys,79
2019,7,Horta-Guinardó,41,la Vall d'Hebron,Dona,Espanyola,5-9 anys,101
2019,7,Horta-Guinardó,42,la Clota,Dona,Espanyola,5-9 anys,11
2019,7,Horta-Guinardó,43,Horta,Dona,Espanyola,5-9 anys,481
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Dona,Espanyola,5-9 anys,398
2019,8,Nou Barris,45,Porta,Dona,Espanyola,5-9 anys,445
2019,8,Nou Barris,46,el Turó de la Peira,Dona,Espanyola,5-9 anys,268
2019,8,Nou Barris,47,Can Peguera,Dona,Espanyola,5-9 anys,51
2019,8,Nou Barris,48,la Guineueta,Dona,Espanyola,5-9 anys,302
2019,8,Nou Barris,49,Canyelles,Dona,Espanyola,5-9 anys,123
2019,8,Nou Barris,50,les Roquetes,Dona,Espanyola,5-9 anys,321
2019,8,Nou Barris,51,Verdun,Dona,Espanyola,5-9 anys,207
2019,8,Nou Barris,52,la Prosperitat,Dona,Espanyola,5-9 anys,444
2019,8,Nou Barris,53,la Trinitat Nova,Dona,Espanyola,5-9 anys,139
2019,8,Nou Barris,54,Torre Baró,Dona,Espanyola,5-9 anys,76
2019,8,Nou Barris,55,Ciutat Meridiana,Dona,Espanyola,5-9 anys,199
2019,8,Nou Barris,56,Vallbona,Dona,Espanyola,5-9 anys,38
2019,9,Sant Andreu,57,la Trinitat Vella,Dona,Espanyola,5-9 anys,222
2019,9,Sant Andreu,58,Baró de Viver,Dona,Espanyola,5-9 anys,65
2019,9,Sant Andreu,59,el Bon Pastor,Dona,Espanyola,5-9 anys,342
2019,9,Sant Andreu,60,Sant Andreu,Dona,Espanyola,5-9 anys,1216
2019,9,Sant Andreu,61,la Sagrera,Dona,Espanyola,5-9 anys,518
2019,9,Sant Andreu,62,el Congrés i els Indians,Dona,Espanyola,5-9 anys,277
2019,9,Sant Andreu,63,Navas,Dona,Espanyola,5-9 anys,338
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Dona,Espanyola,5-9 anys,556
2019,10,Sant Martí,65,el Clot,Dona,Espanyola,5-9 anys,482
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Dona,Espanyola,5-9 anys,269
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Dona,Espanyola,5-9 anys,186
2019,10,Sant Martí,68,el Poblenou,Dona,Espanyola,5-9 anys,755
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Dona,Espanyola,5-9 anys,354
2019,10,Sant Martí,70,el Besòs i el Maresme,Dona,Espanyola,5-9 anys,397
2019,10,Sant Martí,71,Provençals del Poblenou,Dona,Espanyola,5-9 anys,436
2019,10,Sant Martí,72,Sant Martí de Provençals,Dona,Espanyola,5-9 anys,443
2019,10,Sant Martí,73,la Verneda i la Pau,Dona,Espanyola,5-9 anys,443
2019,1,Ciutat Vella,1,el Raval,Dona,Espanyola,10-14 anys,593
2019,1,Ciutat Vella,2,el Barri Gòtic,Dona,Espanyola,10-14 anys,164
2019,1,Ciutat Vella,3,la Barceloneta,Dona,Espanyola,10-14 anys,152
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Dona,Espanyola,10-14 anys,227
2019,2,Eixample,5,el Fort Pienc,Dona,Espanyola,10-14 anys,477
2019,2,Eixample,6,la Sagrada Família,Dona,Espanyola,10-14 anys,736
2019,2,Eixample,7,la Dreta de l'Eixample,Dona,Espanyola,10-14 anys,727
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Dona,Espanyola,10-14 anys,664
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Dona,Espanyola,10-14 anys,825
2019,2,Eixample,10,Sant Antoni,Dona,Espanyola,10-14 anys,522
2019,3,Sants-Montjuïc,11,el Poble Sec,Dona,Espanyola,10-14 anys,573
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Dona,Espanyola,10-14 anys,17
2019,3,Sants-Montjuïc,13,la Marina de Port,Dona,Espanyola,10-14 anys,666
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Dona,Espanyola,10-14 anys,149
2019,3,Sants-Montjuïc,15,Hostafrancs,Dona,Espanyola,10-14 anys,238
2019,3,Sants-Montjuïc,16,la Bordeta,Dona,Espanyola,10-14 anys,352
2019,3,Sants-Montjuïc,17,Sants - Badal,Dona,Espanyola,10-14 anys,343
2019,3,Sants-Montjuïc,18,Sants,Dona,Espanyola,10-14 anys,626
2019,4,Les Corts,19,les Corts,Dona,Espanyola,10-14 anys,796
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Dona,Espanyola,10-14 anys,414
2019,4,Les Corts,21,Pedralbes,Dona,Espanyola,10-14 anys,293
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Dona,Espanyola,10-14 anys,124
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Dona,Espanyola,10-14 anys,645
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Dona,Espanyola,10-14 anys,448
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Dona,Espanyola,10-14 anys,721
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Dona,Espanyola,10-14 anys,1113
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Dona,Espanyola,10-14 anys,627
2019,6,Gràcia,28,Vallcarca i els Penitents,Dona,Espanyola,10-14 anys,342
2019,6,Gràcia,29,el Coll,Dona,Espanyola,10-14 anys,132
2019,6,Gràcia,30,la Salut,Dona,Espanyola,10-14 anys,267
2019,6,Gràcia,31,la Vila de Gràcia,Dona,Espanyola,10-14 anys,745
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Dona,Espanyola,10-14 anys,592
2019,7,Horta-Guinardó,33,el Baix Guinardó,Dona,Espanyola,10-14 anys,401
2019,7,Horta-Guinardó,34,Can Baró,Dona,Espanyola,10-14 anys,176
2019,7,Horta-Guinardó,35,el Guinardó,Dona,Espanyola,10-14 anys,623
2019,7,Horta-Guinardó,36,la Font d'en Fargues,Dona,Espanyola,10-14 anys,253
2019,7,Horta-Guinardó,37,el Carmel,Dona,Espanyola,10-14 anys,639
2019,7,Horta-Guinardó,38,la Teixonera,Dona,Espanyola,10-14 anys,227
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,Dona,Espanyola,10-14 anys,133
2019,7,Horta-Guinardó,40,Montbau,Dona,Espanyola,10-14 anys,103
2019,7,Horta-Guinardó,41,la Vall d'Hebron,Dona,Espanyola,10-14 anys,100
2019,7,Horta-Guinardó,42,la Clota,Dona,Espanyola,10-14 anys,11
2019,7,Horta-Guinardó,43,Horta,Dona,Espanyola,10-14 anys,517
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Dona,Espanyola,10-14 anys,482
2019,8,Nou Barris,45,Porta,Dona,Espanyola,10-14 anys,436
2019,8,Nou Barris,46,el Turó de la Peira,Dona,Espanyola,10-14 anys,308
2019,8,Nou Barris,47,Can Peguera,Dona,Espanyola,10-14 anys,43
2019,8,Nou Barris,48,la Guineueta,Dona,Espanyola,10-14 anys,325
2019,8,Nou Barris,49,Canyelles,Dona,Espanyola,10-14 anys,134
2019,8,Nou Barris,50,les Roquetes,Dona,Espanyola,10-14 anys,315
2019,8,Nou Barris,51,Verdun,Dona,Espanyola,10-14 anys,198
2019,8,Nou Barris,52,la Prosperitat,Dona,Espanyola,10-14 anys,493
2019,8,Nou Barris,53,la Trinitat Nova,Dona,Espanyola,10-14 anys,155
2019,8,Nou Barris,54,Torre Baró,Dona,Espanyola,10-14 anys,86
2019,8,Nou Barris,55,Ciutat Meridiana,Dona,Espanyola,10-14 anys,236
2019,8,Nou Barris,56,Vallbona,Dona,Espanyola,10-14 anys,41
2019,9,Sant Andreu,57,la Trinitat Vella,Dona,Espanyola,10-14 anys,214
2019,9,Sant Andreu,58,Baró de Viver,Dona,Espanyola,10-14 anys,64
2019,9,Sant Andreu,59,el Bon Pastor,Dona,Espanyola,10-14 anys,352
2019,9,Sant Andreu,60,Sant Andreu,Dona,Espanyola,10-14 anys,1208
2019,9,Sant Andreu,61,la Sagrera,Dona,Espanyola,10-14 anys,470
2019,9,Sant Andreu,62,el Congrés i els Indians,Dona,Espanyola,10-14 anys,250
2019,9,Sant Andreu,63,Navas,Dona,Espanyola,10-14 anys,354
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Dona,Espanyola,10-14 anys,603
2019,10,Sant Martí,65,el Clot,Dona,Espanyola,10-14 anys,549
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Dona,Espanyola,10-14 anys,230
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Dona,Espanyola,10-14 anys,207
2019,10,Sant Martí,68,el Poblenou,Dona,Espanyola,10-14 anys,811
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Dona,Espanyola,10-14 anys,375
